City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Sao Desiderio,0,BR,1561677221,50,-12.36,-44.97,66.65,5.35
Codrington,90,AU,1561677221,93,-28.95,153.24,59.0,7.72
Tsogni,1,GA,1561677222,82,-2.79,10.1,73.8,15.26
Narsaq,61,GL,1561677200,66,60.91,-46.05,53.6,6.93
Kajaani,0,FI,1561677223,66,64.22,27.73,51.8,8.05
Cockburn Town,79,TC,1561677024,80,21.46,-71.14,82.4,21.85
Yishui,83,CN,1561677223,73,35.78,118.63,76.28,3.62
Baghdad,0,IQ,1561677072,21,33.3,44.38,91.4,6.93
Linjiang,94,CN,1561677224,61,41.81,126.91,70.63,3.71
Melville,90,CA,1561677224,33,50.93,-102.81,77.0,2.24
Port-Gentil,20,GA,1561677224,88,-0.72,8.78,75.2,4.7
Beaverlodge,75,CA,1561677225,63,55.21,-119.43,66.2,20.8
Hay River,40,CA,1561677225,44,60.82,-115.79,57.2,9.17
Goderich,0,CA,1561677225,49,43.74,-81.71,80.01,8.99
Altay,80,CN,1561677225,53,47.83,88.13,59.83,3.58
Evensk,100,RU,1561677226,82,61.92,159.24,52.52,2.35
Meulaboh,15,ID,1561677226,78,4.14,96.13,80.84,7.9
Beloha,3,MG,1561677226,89,-25.17,45.06,66.06,9.4
Port Hedland,40,AU,1561677227,100,-20.31,118.58,57.2,3.36
Acapulco,40,MX,1561677227,70,16.86,-99.88,89.6,11.41
De Aar,0,ZA,1561677227,42,-30.65,24.01,48.1,8.57
Labuhan,14,ID,1561677228,79,-2.54,115.51,77.2,1.43
Santona,22,ES,1561677228,77,43.44,-3.46,68.0,9.17
Mariental,40,BR,1561677228,100,-25.72,-49.65,63.0,5.82
Nargana,100,PA,1561677228,87,9.44,-78.59,81.09,13.18
Hailey,5,US,1561677229,21,43.52,-114.32,71.6,4.7
Berlevag,74,NO,1561676983,83,70.86,29.09,41.8,22.84
Dandong,100,CN,1561677229,58,40.12,124.37,74.36,5.95
Grand-Lahou,87,CI,1561677230,94,5.24,-5.0,73.17,2.68
Spasskoye,98,RU,1561677230,94,55.86,45.7,46.58,13.35
Kalat,2,PK,1561677230,20,29.03,66.58,63.27,2.35
Akdepe,0,TM,1561677230,33,42.05,59.39,80.6,4.7
Yankton,20,US,1561677063,55,42.87,-97.4,89.6,12.75
Rawson,40,AR,1561677231,81,-43.3,-65.11,42.8,16.11
Baicheng,100,CN,1561677232,93,45.61,122.87,57.0,3.0
Padang,64,ID,1561677232,73,-0.92,100.36,82.21,4.47
Whitianga,15,NZ,1561677232,78,-36.83,175.7,60.01,1.99
Sal Rei,20,CV,1561677233,78,16.18,-22.92,75.2,19.46
Longyearbyen,75,NO,1561677233,69,78.22,15.63,35.6,16.11
Arona,0,IT,1561677233,65,45.76,8.56,87.01,9.17
Kupang,20,ID,1561677233,68,-10.16,123.6,69.8,8.05
Alberton,0,ZA,1561677234,75,-26.25,28.13,48.99,5.35
Vanimo,100,PG,1561677234,77,-2.67,141.3,82.01,6.71
Takoradi,83,GH,1561677235,94,4.89,-1.75,73.17,4.09
Uyar,0,RU,1561677235,71,55.81,94.33,68.13,0.76
Esqueda,64,MX,1561677235,25,30.72,-109.59,84.83,4.59
Marawi,95,PH,1561677236,86,8.0,124.29,77.0,3.0
Yantal,0,RU,1561677236,53,56.85,105.25,68.33,5.75
Alice Springs,0,AU,1561677236,56,-23.7,133.88,41.0,2.24
Yerbogachen,6,RU,1561677237,46,61.28,108.01,73.55,4.03
Ternate,75,PH,1561677237,88,14.29,120.72,80.01,4.7
Presidencia Roque Saenz Pena,38,AR,1561677237,69,-26.79,-60.44,64.55,9.22
Avera,40,US,1561677238,43,33.19,-82.53,93.2,6.93
Fukue,75,JP,1561677238,88,35.03,136.69,80.01,6.93
Belmonte,0,PT,1561677238,83,40.36,-7.35,53.87,2.28
Ambatondrazaka,77,MG,1561677239,89,-17.82,48.43,59.94,7.87
Davila,75,PH,1561677239,94,18.47,120.58,78.8,9.17
Russell,1,US,1561677240,34,38.9,-98.86,99.0,28.86
Teeli,2,RU,1561677240,47,51.01,90.2,60.5,1.19
Aksarayskiy,0,RU,1561677240,78,46.79,48.01,73.0,4.47
La Asuncion,34,AR,1561677240,29,-26.05,-65.39,52.43,3.11
Lawrenceburg,20,US,1561677241,100,35.24,-87.33,75.99,1.12
Zhaoyang,85,CN,1561677241,67,42.68,126.03,73.46,3.76
Tres Arroyos,100,AR,1561677241,58,-38.38,-60.28,48.94,17.69
Mineiros,0,BR,1561677242,57,-17.57,-52.55,68.33,5.3
Geraldton,40,CA,1561677242,38,49.72,-86.95,77.0,10.29
Taltal,54,CL,1561677242,88,-25.41,-70.49,50.45,2.53
Koumac,81,NC,1561677243,83,-20.56,164.28,72.02,18.84
Faanui,67,PF,1561677243,81,-16.48,-151.75,79.06,13.73
Tigil,41,RU,1561677243,48,57.8,158.67,61.88,7.25
Orbetello,0,IT,1561677243,73,42.44,11.21,81.0,3.36
Laibin,85,CN,1561677244,90,23.74,109.23,80.06,7.02
Bima,5,ID,1561677244,81,-8.45,118.73,70.0,2.48
Guarapari,0,BR,1561677244,83,-20.67,-40.5,77.0,11.41
Salalah,75,OM,1561677245,88,17.01,54.1,82.4,10.29
Marzuq,53,YE,1561677245,34,14.4,46.47,79.61,4.5
Vila,0,IT,1561677245,65,45.18,8.4,87.01,9.17
Prainha,76,BR,1561677246,93,-1.8,-53.48,75.4,2.17
Senneterre,75,CA,1561677246,68,48.39,-77.24,69.8,19.46
Simao,100,CN,1561677246,88,22.76,100.79,69.48,1.48
Lere,90,TD,1561677247,88,9.66,14.23,73.48,2.82
Zarate,97,MX,1561677247,78,18.92,-101.44,74.86,1.54
Mandan,1,US,1561677247,54,46.83,-100.89,82.99,13.87
Waitati,50,NZ,1561677248,56,-45.75,170.57,57.0,3.0
Kulhudhuffushi,17,MV,1561677248,74,6.62,73.07,83.23,10.92
Tromso,100,NO,1561677207,80,69.65,18.96,42.8,27.51
Neiafu,40,TO,1561677249,74,-18.65,-173.98,78.8,6.93
Along,100,IN,1561677249,99,28.17,94.8,60.25,0.81
Henties Bay,7,NA,1561677249,82,-22.12,14.28,57.0,1.01
Kez,18,RU,1561677250,96,57.9,53.72,45.95,6.69
Blackwater,0,GB,1561677250,82,51.33,-0.78,60.01,16.11
Bubaque,29,GW,1561677250,82,11.28,-15.83,81.11,16.06
Portland,1,US,1561677096,77,43.66,-70.25,75.0,8.05
Beyneu,2,KZ,1561677251,30,45.32,55.19,72.02,4.07
Leh,76,IN,1561677168,59,34.16,77.58,28.01,3.98
Hillsboro,1,US,1561677058,55,39.16,-89.49,87.01,5.82
Karratha,0,AU,1561677252,62,-20.74,116.85,66.82,17.9
Vitim,1,RU,1561677252,43,59.44,112.57,73.49,7.56
San Antonio,0,CL,1561677252,93,-33.58,-71.61,51.8,14.61
Tshikapa,11,CD,1561677253,44,-6.42,20.79,71.39,1.99
Hohhot,57,CN,1561677068,93,40.81,111.65,59.0,4.47
Vyazma,100,RU,1561677253,96,55.21,34.3,55.28,12.3
Dongsheng,97,CN,1561677253,86,29.72,112.52,82.22,9.69
Cabedelo,75,BR,1561677254,78,-6.97,-34.84,77.0,9.17
Brewster,90,US,1561677254,93,41.76,-70.08,73.0,8.05
Grindavik,90,IS,1561677254,100,63.84,-22.43,55.99,17.22
Verkhoyansk,57,RU,1561677254,26,67.55,133.39,79.31,13.11
Cloquet,40,US,1561677046,83,46.72,-92.46,69.8,4.7
Show Low,1,US,1561677049,14,34.25,-110.03,93.99,19.46
Talara,0,PE,1561677255,290,-4.58,-81.27,62.6,13.87
Mocorito,40,MX,1561677256,32,25.48,-107.92,102.0,5.01
Mahajanga,20,MG,1561677256,73,-15.72,46.32,73.4,4.7
Erzin,0,TR,1561677256,74,36.95,36.2,81.0,20.8
Narasannapeta,100,IN,1561677257,75,18.42,84.04,83.79,3.47
Rimbey,90,CA,1561677257,93,52.64,-114.24,55.4,11.41
Saint-Pierre,0,FR,1561677257,82,48.95,4.24,78.8,9.17
Ahipara,12,NZ,1561677257,72,-35.17,173.16,57.89,12.01
Durango,75,MX,1561677258,15,24.02,-104.67,86.0,14.99
Limon,1,US,1561677020,15,39.26,-103.69,96.01,6.93
Comodoro Rivadavia,0,AR,1561677259,41,-45.87,-67.48,32.0,4.7
Wexford,40,US,1561677259,78,40.63,-80.06,79.0,3.36
Porto-Vecchio,90,FR,1561677259,94,41.59,9.28,80.6,3.36
Redwater,20,CA,1561677259,68,53.95,-113.11,69.01,11.41
Maues,53,BR,1561677260,72,-3.38,-57.72,78.62,2.21
Paamiut,3,GL,1561677260,89,61.99,-49.67,40.77,12.82
Suwannaphum,20,TH,1561677260,69,15.61,103.81,87.01,9.17
Beira,0,ES,1561677261,93,43.2,-8.36,64.0,2.24
Hami,0,CN,1561677226,17,42.84,93.51,76.75,10.38
Arlit,95,NE,1561677173,18,18.74,7.39,95.51,2.06
Mazagao,90,BR,1561677261,89,-0.12,-51.29,84.2,9.17
Sangar,0,RU,1561677262,40,63.92,127.47,77.98,5.61
Medeiros Neto,6,BR,1561677262,88,-17.37,-40.22,67.91,10.51
Wellington,0,NZ,1561677186,76,-41.29,174.78,51.01,14.99
Ucluelet,90,CA,1561677262,93,48.94,-125.55,57.0,4.7
Tumen,79,CN,1561677263,71,42.97,129.84,66.58,5.23
Kuito,0,AO,1561677263,37,-12.38,16.94,54.02,2.86
Oviedo,75,ES,1561677264,77,43.36,-5.84,68.0,11.41
Ambanja,32,MG,1561677264,73,-13.68,48.45,76.82,6.31
Bavly,63,RU,1561677264,97,54.4,53.24,44.46,2.42
Gladstone,15,AU,1561677264,64,-23.84,151.26,68.0,12.75
Kayes,18,ML,1561677265,50,14.44,-11.44,91.78,22.88
Nieuw Amsterdam,40,SR,1561677265,83,5.88,-55.08,80.6,4.7
Vanino,100,RU,1561677266,100,53.93,40.55,63.0,3.0
La Rioja,0,AR,1561677266,44,-29.41,-66.86,46.22,2.21
Ponta Delgada,20,PT,1561677187,77,37.73,-25.67,62.6,3.36
Ler,75,NO,1561677267,100,63.2,10.3,51.01,16.11
Nyurba,100,RU,1561677267,63,63.29,118.35,70.04,3.83
Mao,75,DO,1561677267,94,19.55,-71.08,82.0,12.75
Carauari,5,BR,1561677267,89,-4.88,-66.9,75.47,0.65
Eyl,62,SO,1561677268,56,7.98,49.82,77.92,29.51
Suhbaatar,100,MN,1561677268,84,50.23,106.21,57.13,10.18
Pasni,32,PK,1561677268,95,25.26,63.48,78.82,2.59
Ulaanbaatar,75,MN,1561677269,87,47.92,106.92,48.2,6.71
Tukums,75,LV,1561677269,72,56.97,23.17,59.0,13.87
Luis Correia,0,BR,1561677269,83,-2.88,-41.67,82.4,8.05
Saint-Joseph,0,FR,1561677269,73,43.56,6.97,87.8,3.36
Semenivka,61,UA,1561677270,84,52.18,32.58,58.55,14.79
Black River,40,JM,1561677262,74,18.03,-77.85,84.0,3.36
Sakaiminato,75,JP,1561677270,94,35.55,133.23,77.0,13.87
Abnub,0,EG,1561677271,23,27.27,31.15,87.8,9.17
Tessalit,0,ML,1561677271,8,20.2,1.01,92.11,9.08
Awjilah,0,LY,1561677271,53,29.14,21.3,80.46,12.28
Magistralnyy,27,RU,1561677272,53,56.17,107.45,67.54,6.64
Babushkin,76,RU,1561677272,97,51.72,105.86,44.96,3.22
Banda Aceh,65,ID,1561677272,79,5.56,95.32,83.21,17.81
Lenoir,1,US,1561677147,40,35.91,-81.54,90.0,1.63
Lakatoro,100,VU,1561677273,89,-16.11,167.42,76.05,16.4
Ahuimanu,75,US,1561677273,88,21.44,-157.84,84.0,10.29
Minusinsk,0,RU,1561677273,93,53.7,91.7,57.2,3.09
Puerto El Triunfo,20,SV,1561677274,59,13.27,-88.55,91.4,11.41
Ugoofaaru,19,MV,1561677274,74,5.67,73.0,83.29,8.63
Dharchula,49,IN,1561677274,67,29.85,80.53,53.62,5.26
Usinsk,71,RU,1561677275,67,66.0,57.56,53.37,6.44
Lac du Bonnet,51,CA,1561677275,29,50.25,-96.06,80.01,7.49
Cayenne,0,GF,1561677275,83,4.94,-52.33,80.6,3.36
Balaipungut,100,ID,1561677276,97,1.11,101.31,74.36,2.66
Kuloy,98,RU,1561677276,85,61.03,42.49,46.64,4.47
Azua,40,DO,1561677190,79,18.45,-70.73,84.2,11.41
Pontianak,100,ID,1561677276,82,-0.02,109.34,81.04,17.92
Prince George,75,CA,1561677277,59,53.92,-122.75,71.01,13.87
Amsterdam,75,NL,1561677231,77,52.37,4.89,60.01,10.29
Mingshui,91,CN,1561677277,84,22.81,109.89,83.18,8.25
Phalombe,0,MW,1561677277,86,-15.81,35.65,54.2,3.22
Senador Jose Porfirio,100,BR,1561677278,72,-2.59,-51.95,79.83,4.94
Lavrentiya,100,RU,1561677267,94,65.58,-170.99,48.19,6.44
Luanda,0,AO,1561677278,88,-8.83,13.24,68.0,5.82
Bandarbeyla,100,SO,1561677279,58,9.49,50.81,78.97,29.17
Bull Savanna,100,JM,1561677279,80,17.89,-77.59,83.56,10.56
Palu,100,ID,1561677279,85,-0.9,119.87,77.65,1.99
Vigrestad,40,NO,1561677280,87,58.57,5.7,53.6,12.75
Broken Hill,40,AU,1561677280,62,-31.97,141.45,55.4,12.75
Inhambane,0,MZ,1561677280,95,-23.87,35.38,60.64,2.17
Asheboro,1,US,1561676994,55,35.71,-79.81,91.4,4.88
Tura,78,RU,1561677267,51,64.27,100.22,75.11,5.79
Aktau,0,KZ,1561677281,48,43.65,51.16,66.2,8.95
Lashio,100,MM,1561677281,99,22.93,97.75,71.12,0.78
Kachug,100,RU,1561677282,70,53.96,105.89,62.24,3.06
Kununurra,0,AU,1561677282,71,-15.77,128.74,51.8,6.17
Lucea,40,JM,1561677282,74,18.44,-78.17,84.0,3.36
Tucurui,98,BR,1561677282,71,-3.77,-49.67,76.1,2.46
Sobolevo,89,RU,1561677177,91,54.43,31.9,54.63,16.67
Ixtapa,75,MX,1561677242,52,20.71,-105.21,89.01,9.17
Khandyga,0,RU,1561677283,18,62.65,135.58,79.72,8.68
Verkhnevilyuysk,97,RU,1561677283,67,63.45,120.31,68.6,4.65
Tefe,20,BR,1561677284,94,-3.35,-64.71,80.6,2.59
Katiola,75,CI,1561677284,94,8.14,-5.1,75.2,9.17
Namatanai,63,PG,1561677284,75,-3.66,152.44,81.88,9.35
Salinas,1,US,1561677284,63,36.67,-121.66,78.01,10.29
Saint-Georges,7,CA,1561677285,57,46.12,-70.67,73.0,3.0
Dori,13,BF,1561677285,35,14.03,-0.03,91.24,11.39
Waterloo,100,SL,1561677063,83,8.34,-13.07,79.7,8.01
Karasjok,79,NO,1561677286,70,69.47,25.52,42.8,24.16
Severo-Yeniseyskiy,7,RU,1561677286,51,60.37,93.04,71.91,2.39
Iklad,0,HU,1561677286,35,47.66,19.44,75.99,8.05
Oruro,0,BO,1561677286,25,-17.97,-67.11,42.03,7.65
Havelock,1,US,1561677287,43,34.88,-76.9,89.01,10.29
Midland,40,US,1561677194,33,32.0,-102.08,91.99,12.75
Camargo,48,MX,1561677288,15,27.69,-105.17,93.87,12.1
Ingham,100,AU,1561677288,94,-18.65,146.16,67.61,4.45
Sao Miguel do Araguaia,22,BR,1561677289,46,-13.28,-50.16,75.28,3.53
Vung Tau,73,VN,1561677123,86,10.35,107.08,80.24,13.69
Khurja,0,IN,1561677289,29,28.25,77.85,94.82,8.88
Byron Bay,90,AU,1561677290,93,-28.65,153.62,62.01,5.3
Chara,0,GR,1561677290,60,39.42,22.43,77.0,3.13
Coolum Beach,5,AU,1561677290,97,-26.53,153.09,62.01,1.01
Gamba,39,CN,1561677291,72,28.28,88.52,41.15,2.91
Rundu,0,NA,1561677291,41,-17.91,19.77,60.8,3.36
Hanting,90,CN,1561677291,71,30.92,118.55,82.42,4.05
Charters Towers,100,AU,1561677292,81,-20.07,146.27,65.23,16.31
Havre-Saint-Pierre,90,CA,1561677216,93,50.23,-63.6,53.6,10.29
Lydenburg,0,ZA,1561677292,93,-25.1,30.46,51.01,1.54
Zheleznodorozhnyy,75,RU,1561677293,93,55.75,38.0,59.0,6.71
Slave Lake,75,CA,1561677293,52,55.28,-114.77,69.8,16.11
Puerto Ayacucho,20,CO,1561677293,52,5.66,-67.63,89.6,5.82
Ca Mau,91,VN,1561677293,87,9.18,105.15,78.66,7.43
Gramada,0,RS,1561677294,77,42.4,21.69,69.8,3.47
Nevesinje,0,BA,1561677063,77,43.26,18.11,77.0,1.12
Caranavi,71,BO,1561677294,94,-15.83,-67.57,53.5,0.92
Sao Sebastiao,83,BR,1561677295,80,-3.15,-58.36,78.53,1.79
Dauphin,1,CA,1561677295,32,51.15,-100.04,80.6,5.82
Vilyuysk,93,RU,1561677295,57,63.75,121.63,72.61,5.59
Fort Nelson,90,CA,1561677295,62,58.81,-122.69,57.2,2.24
Bermejo,31,AR,1561677296,74,-22.73,-64.34,51.88,3.38
Puerto Leguizamo,63,CO,1561677296,97,-0.19,-74.78,73.62,2.89
Kihei,20,US,1561676973,55,20.76,-156.45,87.8,6.93
Novikovo,76,RU,1561677296,95,51.15,37.89,62.42,13.31
Alor Setar,75,MY,1561677297,94,6.12,100.37,77.0,2.24
Tamandare,42,BR,1561677297,85,-8.28,-70.75,73.4,1.19
Dhidhdhoo,69,MV,1561677297,73,6.88,73.1,83.45,12.08
Rocky Mountain House,100,CA,1561677122,96,52.38,-114.92,56.11,1.68
Bandrele,75,YT,1561677298,83,-12.91,45.19,78.8,13.87
Nyuzen,75,JP,1561677298,94,36.93,137.5,78.01,2.24
Soligalich,66,RU,1561677298,84,59.08,42.29,47.57,7.76
Peleduy,0,RU,1561677299,41,59.63,112.75,74.25,8.32
Dwarka,7,IN,1561677299,51,28.58,77.04,97.0,4.7
Sungaipenuh,94,ID,1561677299,88,-2.08,101.38,72.2,3.36
Gazanjyk,61,TM,1561677300,38,39.24,55.52,85.68,2.53
Garden City,1,US,1561677300,15,43.62,-116.24,81.0,5.82
Husavik,40,CA,1561677300,29,50.56,-96.99,82.0,5.91
Beruwala,100,LK,1561677301,79,6.48,79.98,82.67,16.2
Biberach,0,DE,1561677301,67,48.29,10.22,70.0,1.12
Bonavista,91,CA,1561677302,81,48.65,-53.11,46.99,3.0
Dumas,40,IN,1561677302,89,21.09,72.71,84.2,9.17
Tateyama,75,JP,1561677302,94,36.66,137.31,78.01,2.24
Kapit,100,MY,1561677303,91,2.02,112.94,71.48,2.89
Vila do Maio,40,CV,1561677303,78,15.13,-23.22,75.2,12.75
Alofi,75,NU,1561677233,69,-19.06,-169.92,78.8,18.34
Makinsk,97,KZ,1561677303,86,52.63,70.42,48.71,3.8
Emerald,41,AU,1561677144,87,-23.53,148.16,61.0,13.87
Agudos,0,BR,1561677304,73,-22.47,-48.99,75.2,5.82
Muravlenko,100,RU,1561677304,65,63.79,74.5,47.54,14.34
Camacupa,0,AO,1561677304,37,-12.02,17.48,54.79,1.07
İzmit,0,TR,1561677305,100,40.76,29.93,70.0,1.5
Vuktyl,27,RU,1561677305,64,63.86,57.31,51.1,3.56
Lanxi,61,CN,1561677305,99,29.21,119.46,87.01,1.21
Tsaratanana,30,MG,1561677306,88,-16.8,47.65,61.92,6.51
Malanje,5,AO,1561677306,79,-9.54,16.35,57.47,2.15
Poiana Stampei,71,RO,1561677306,89,47.31,25.13,57.0,4.7
Ust-Tsilma,100,RU,1561677307,62,65.44,52.15,51.75,3.78
Thul,0,PK,1561677307,66,28.24,68.77,89.6,8.57
Gazojak,100,TM,1561677307,37,41.19,61.4,75.38,7.99
Vallenar,0,CL,1561677308,94,-28.58,-70.76,45.56,1.39
Rayagada,100,IN,1561677080,85,19.17,83.42,73.66,7.81
Abu Dhabi,5,AE,1561677154,55,24.47,54.37,93.2,2.24
Svetlaya,100,RU,1561677308,91,46.54,138.33,47.56,2.89
Chongwe,1,ZM,1561677308,71,-15.33,28.68,51.93,3.53
Yuli,98,CN,1561677309,96,24.82,106.77,75.24,2.89
Shaunavon,93,CA,1561677309,72,49.65,-108.41,68.63,19.22
Tuy Hoa,86,VN,1561677221,64,13.08,109.3,81.95,14.99
Ulaangom,100,MN,1561677310,35,49.98,92.07,67.99,2.3
Aguai,32,IT,1561677310,45,46.3,11.4,78.01,13.0
Zlitan,0,LY,1561677310,83,32.47,14.57,75.87,1.77
Susanville,1,US,1561677310,10,40.42,-120.65,71.6,23.04
Kedrovyy,0,RU,1561677311,93,56.17,91.82,59.0,2.24
Askarovo,75,RU,1561677311,76,53.34,58.51,53.6,2.24
Nouakchott,0,MR,1561677311,73,18.08,-15.98,77.0,16.11
Abong Mbang,95,CM,1561677312,98,3.98,13.18,66.53,2.53
Whitehorse,40,CA,1561677084,23,60.72,-135.06,75.0,10.29
Bon Accord,20,CA,1561677313,68,53.84,-113.41,69.01,11.41
Mountain Home,75,US,1561677313,14,43.13,-115.69,82.4,10.29
Channel-Port aux Basques,100,CA,1561677313,78,47.57,-59.14,50.33,6.2
Jardim,28,BR,1561677314,80,-21.48,-56.15,68.36,7.23
Port Blair,100,IN,1561677202,79,11.67,92.75,84.06,23.78
Bilma,80,NE,1561677314,13,18.69,12.92,91.98,8.23
Nipawin,1,CA,1561677314,47,53.36,-104.02,75.2,2.24
Matamoros,1,US,1561677315,62,25.87,-97.51,91.4,13.87
Kiama,20,AU,1561677315,100,-34.67,150.86,62.01,10.29
Biga,0,TR,1561677316,83,40.23,27.24,73.4,6.93
Isangel,90,VU,1561677211,94,-19.55,169.27,73.4,17.92
Kieta,25,PG,1561677178,70,-6.22,155.63,84.13,6.26
Tempio Pausania,90,IT,1561677316,94,40.9,9.1,77.0,3.36
Togur,99,RU,1561677317,91,58.36,82.83,55.46,4.72
Mayumba,6,GA,1561677317,82,-3.44,10.65,73.44,14.63
Montclair,1,US,1561677288,29,40.83,-74.21,90.0,5.82
Puerto Baquerizo Moreno,0,EC,1561677318,73,-0.9,-89.6,77.0,16.11
San Jeronimito,75,MX,1561677318,63,17.55,-101.33,91.4,5.82
Meadville,90,US,1561677318,57,41.64,-80.15,82.99,4.7
Plettenberg Bay,0,ZA,1561677318,19,-34.05,23.37,60.1,13.69
Chimoio,75,MZ,1561677211,87,-19.11,33.48,60.8,1.32
Traunreut,75,DE,1561677319,47,47.96,12.6,77.0,8.05
Kenai,1,US,1561677319,52,60.55,-151.26,78.01,6.93
Inirida,100,CO,1561677319,94,3.87,-67.92,75.65,2.24
Soeng Sang,79,TH,1561677320,59,14.43,102.46,84.99,7.36
Corinto,20,CO,1561677320,55,3.17,-76.26,86.0,10.29
Siteki,0,SZ,1561677321,70,-26.45,31.95,53.41,2.28
Bhinga,25,IN,1561677321,44,27.7,81.93,86.71,4.81
Dire,40,ET,1561677322,93,9.18,38.92,57.2,0.94
Zaoyang,94,CN,1561677322,85,32.12,112.76,77.67,2.82
Domanivka,73,UA,1561677322,90,47.63,30.98,62.08,11.16
George,0,MW,1561677323,76,-15.35,34.83,56.23,2.84
Revelstoke,90,CA,1561677323,93,50.99,-118.19,57.2,5.82
Wenling,34,CN,1561677323,88,28.38,121.38,84.0,1.99
Virginia Beach,1,US,1561677113,46,36.85,-75.98,91.4,6.93
Maymyo,40,MM,1561677324,74,22.03,96.47,80.6,11.41
Opuwo,0,NA,1561677324,83,-18.06,13.84,46.1,0.47
Kvareli,72,GE,1561677325,70,41.95,45.82,67.21,1.9
Powell River,90,CA,1561677325,82,49.84,-124.52,60.8,11.59
Ptuj,81,SI,1561677325,78,46.42,15.87,78.8,4.7
Bridlington,1,GB,1561677326,87,54.08,-0.19,55.99,4.7
Yuzhno-Sukhokumsk,4,RU,1561677326,50,44.66,45.65,76.82,8.3
Fare,61,PF,1561677326,80,-16.7,-151.02,78.55,13.11
Sarapul,41,RU,1561677326,95,56.48,53.82,50.0,3.71
Pocerski Pricinovic,0,RS,1561677327,88,44.72,19.71,78.01,10.29
Barra do Garcas,0,BR,1561677327,53,-15.89,-52.26,70.04,2.24
Srednekolymsk,100,RU,1561677327,40,67.46,153.71,59.11,15.03
Vao,35,EE,1561677328,59,59.1,26.19,58.27,15.5
Yendi,100,GH,1561677328,83,9.45,0.0,77.83,9.4
Mandalgovi,100,MN,1561677328,79,45.76,106.27,49.91,20.11
High Prairie,47,CA,1561677329,64,55.43,-116.48,69.41,9.64
Shenjiamen,72,CN,1561677329,91,29.96,122.3,75.06,11.25
Townsville,75,AU,1561677329,78,-19.26,146.82,72.0,10.29
Rosignano Marittimo,0,IT,1561677329,94,43.41,10.47,82.0,5.82
Xining,99,CN,1561677330,90,36.62,101.77,45.72,1.48
Lucapa,0,AO,1561677330,40,-8.42,20.74,64.78,3.47
Tanout,0,NE,1561677192,25,14.97,8.88,92.88,5.75
Luangwa,0,MZ,1561677331,78,-15.62,30.4,55.69,0.83
Xinxiang,100,CN,1561677331,81,35.3,113.88,68.81,1.81
Sulangan,100,PH,1561677331,69,11.14,123.72,83.16,4.12
Daitari,100,IN,1561677332,74,21.11,85.83,85.27,2.48
Kanadey,100,RU,1561677232,98,53.17,47.53,53.57,8.99
Muhos,0,FI,1561677332,43,64.81,26.0,55.4,12.75
Kosonsoy,20,UZ,1561677333,40,41.25,71.55,73.4,6.93
Norrtalje,11,SE,1561677333,81,59.76,18.7,55.99,5.82
Gravelbourg,94,CA,1561677333,59,49.88,-106.56,73.89,21.07
Kokopo,60,PG,1561677334,58,-4.34,152.27,86.31,2.8
Turukhansk,94,RU,1561677273,94,65.8,87.96,49.82,10.49
Ruteng,16,ID,1561677334,72,-8.61,120.46,71.73,5.26
Tautira,75,PF,1561677334,78,-17.73,-149.15,80.6,18.34
Taoudenni,3,ML,1561677335,9,22.68,-3.98,93.06,4.72
Selaphum,20,TH,1561677335,69,16.03,103.94,80.6,9.17
Sandy Bay,75,AU,1561677335,66,-42.9,147.33,57.0,9.17
Ratzeburg,75,DE,1561677336,76,53.7,10.77,57.99,9.17
Nabire,100,ID,1561677336,96,-3.36,135.5,72.72,3.74
Gayny,47,RU,1561677336,75,60.3,54.33,47.54,4.0
Port Macquarie,16,AU,1561677112,100,-31.43,152.91,63.0,4.7
Chernyshevskiy,39,RU,1561677337,40,63.01,112.47,78.08,2.55
Colwyn Bay,0,GB,1561677337,59,53.29,-3.71,64.4,10.29
Baiyin,23,CN,1561677337,100,36.55,104.13,50.0,9.48
Jiblah,100,YE,1561677338,53,13.92,44.15,74.43,1.63
Algiers,75,US,1561677338,74,29.94,-90.04,97.0,12.75
Tarko-Sale,39,RU,1561677305,78,64.92,77.78,46.99,3.0
Poronaysk,38,RU,1561677338,45,49.22,143.1,65.7,2.77
San Rafael,0,AR,1561677339,43,-34.61,-68.33,49.18,2.26
Lewistown,40,US,1561677339,62,40.39,-90.15,89.01,6.93
Tevaitoa,61,PF,1561677340,80,-16.78,-151.5,78.55,13.11
Lodja,93,CD,1561677340,91,-3.52,23.6,70.96,2.62
Perth,75,AU,1561677340,100,-31.95,115.86,46.4,8.05
Lamar,1,US,1561677340,15,38.09,-102.62,91.99,5.82
Trelew,40,AR,1561677259,81,-43.25,-65.31,42.8,16.11
Naze,89,NG,1561677341,98,5.43,7.07,71.69,2.73
Jutai,62,BR,1561677341,94,-1.71,-47.89,74.29,3.09
Oktyabrskiy,75,RU,1561677342,93,55.61,37.97,59.0,6.71
Ishimbay,100,RU,1561677342,93,53.45,56.04,53.21,9.13
Banepa,75,NP,1561677343,100,27.63,85.52,69.8,4.7
Saryg-Sep,0,RU,1561677343,84,51.49,95.55,55.39,3.31
Gewane,29,ET,1561677343,41,10.16,40.66,87.05,12.93
Sampit,43,ID,1561677343,98,-2.54,112.95,75.17,1.41
Kidal,0,ML,1561677344,33,18.44,1.41,87.3,9.46
Metro,81,ID,1561677344,91,-5.11,105.31,73.03,5.17
